42224 t  sting
42231 h  stock
42231 t  stomach
42232 h  stone
42232 t  stool
42233 h  story
42233 t  stove
42234 h  strategy
42234 t  street
42241 h  strike
42241 t  strong
42242 h  struggle
42242 t  student
42243 h  stuff
42243 t  stumble
42244 h  style
42244 t  subject
42311 h  submit
42311 t  subway
42312 h  success
42312 t  such
42313 h  sudden
42313 t  suffer
42314 h  sugar
42314 t  suggest
42321 h  suit
42321 t  summer
42322 h  sun
42322 t  sunny
42323 h  sunset
42323 t  super
42324 h  supply
42324 t  supreme
42331 h  sure
42331 t  surface
42332 h  surge
42332 t  surprise
42333 h  surround
42333 t  survey
42334 h  suspect
42334 t  sustain
42341 h  swallow
42341 t  swamp
42342 h  swap
42342 t  swarm
42343 h  swear
42343 t  sweet
42344 h  swift
42344 t  swim
42411 h  swing
42411 t  switch
42412 h  sword
42412 t  symbol
42413 h  symptom
42413 t  syrup
42414 h  system
42414 t  table
42421 h  tackle
42421 t  tag
42422 h  tail
42422 t  talent
42423 h  talk
42423 t  tank
42424 h  tape
42424 t  target
42431 h  task
42431 t  taste
42432 h  tattoo
42432 t  taxi
42433 h  teach
42433 t  team
42434 h  tell
42434 t  ten
42441 h  tenant
42441 t  tennis
42442 h  tent
42442 t  term
42443 h  test
42443 t  text
42444 h  thank
42444 t  that
43111 h  theme
43111 t  then
43112 h  theory
43112 t  there
43113 h  they
43113 t  thing
43114 h  this
43114 t  thought
43121 h  three
43121 t  thrive
43122 h  throw
43122 t  thumb
43123 h  thunder
43123 t  ticket
43124 h  tide
43124 t  tiger
43131 h  tilt
43131 t  timber
43132 h  time
43132 t  tiny
43133 h  tip
43133 t  tired
43134 h  tissue
43134 t  title
43141 h  toast
43141 t  tobacco
43142 h  today
43142 t  toddler
43143 h  toe
43143 t  together
43144 h  toilet
43144 t  token
43211 h  tomato
43211 t  tomorrow
43212 h  tone
43212 t  tongue
43213 h  tonight
43213 t  tool
43214 h  tooth
43214 t  top
43221 h  topic
43221 t  topple
43222 h  torch
43222 t  tornado
43223 h  tortoise
43223 t  toss
43224 h  total
43224 t  tourist
43231 h  toward
43231 t  tower
43232 h  town
43232 t  toy
43233 h  track
43233 t  trade
43234 h  traffic
43234 t  tragic
43241 h  train
43241 t  transfer
43242 h  trap
43242 t  trash
43243 h  travel
43243 t  tray
43244 h  treat
43244 t  tree
43311 h  trend
43311 t  trial
43312 h  tribe
43312 t  trick
43313 h  trigger
43313 t  trim
43314 h  trip
43314 t  trophy
43321 h  trouble
43321 t  truck
43322 h  true
43322 t  truly
43323 h  trumpet
43323 t  trust
43324 h  truth
43324 t  try
43331 h  tube
43331 t  tuition
43332 h  tumble
43332 t  tuna
43333 h  tunnel
43333 t  turkey
43334 h  turn
43334 t  turtle
43341 h  twelve
43341 t  twenty
43342 h  twice
43342 t  twin
43343 h  twist
43343 t  two
43344 h  type
43344 t  typical
43411 h  ugly
43411 t  umbrella
43412 h  unable
43412 t  unaware
43413 h  uncle
43413 t  uncover
43414 h  under
43414 t  undo
43421 h  unfair
43421 t  unfold
43422 h  unhappy
43422 t  uniform
43423 h  unique
43423 t  unit
43424 h  universe
43424 t  unknown
43431 h  unlock
43431 t  until
43432 h  unusual
43432 t  unveil
43433 h  update
43433 t  upgrade
43434 h  uphold
43434 t  upon
43441 h  upper
43441 t  upset
43442 h  urban
43442 t  urge
43443 h  usage
43443 t  use
43444 h  used
43444 t  useful
44111 h  useless
44111 t  usual
44112 h  utility
44112 t  vacant
44113 h  vacuum
44113 t  vague
44114 h  valid
44114 t  valley
44121 h  valve
44121 t  van
44122 h  vanish
44122 t  vapor
44123 h  various
44123 t  vast
44124 h  vault
44124 t  vehicle
44131 h  velvet
44131 t  vendor
44132 h  venture
44132 t  venue
44133 h  verb
44133 t  verify
44134 h  version
44134 t  very
44141 h  vessel
44141 t  veteran
44142 h  viable
44142 t  vibrant
44143 h  vicious
44143 t  victory
44144 h  video
44144 t  view
44211 h  village
44211 t  vintage
44212 h  violin
44212 t  virtual
44213 h  virus
44213 t  visa
44214 h  visit
44214 t  visual
44221 h  vital
44221 t  vivid
44222 h  vocal
44222 t  voice
44223 h  void
44223 t  volcano
44224 h  volume
44224 t  vote
44231 h  voyage
44231 t  wage
44232 h  wagon
44232 t  wait
44233 h  walk
44233 t  wall
44234 h  walnut
44234 t  want
44241 h  warfare
44241 t  warm
44242 h  warrior
44242 t  wash
44243 h  wasp
44243 t  waste
44244 h  water
44244 t  wave
44311 h  way
44311 t  wealth
44312 h  weapon
44312 t  wear
44313 h  weasel
44313 t  weather
44314 h  web
44314 t  wedding
44321 h  weekend
44321 t  weird
44322 h  welcome
44322 t  west
44323 h  wet
44323 t  whale
44324 h  what
44324 t  wheat
44331 h  wheel
44331 t  when
44332 h  where
44332 t  whip
44333 h  whisper
44333 t  wide
44334 h  width
44334 t  wife
44341 h  wild
44341 t  will
44342 h  win
44342 t  window
44343 h  wine
44343 t  wing
44344 h  wink
44344 t  winner
44411 h  winter
44411 t  wire
44412 h  wisdom
44412 t  wise
44413 h  wish
44413 t  witness
44414 h  wolf
44414 t  woman
44421 h  wonder
44421 t  wood
44422 h  wool
44422 t  word
44423 h  work
44423 t  world
44424 h  worry
44424 t  worth
44431 h  wrap
44431 t  wreck
44432 h  wrestle
44432 t  wrist
44433 h  write
44433 t  wrong
44434 h  yard
44434 t  year
44441 h  yellow
44441 t  you
44442 h  young
44442 t  youth
44443 h  zebra
44443 t  zero
44444 h  zone
44444 t  zoo
